Pablo;pabl.0o;帕布罗[pà bù luō],帕布羅[pà bù luō]
precedenco;preced.0o;居先[jū xiān]
senprecedenca;preced.sen0a;破天荒[pò tiān huāng]
senprecedenca;preced.sen0a;前所未聞[qián suǒ wèi wén],前所未闻[qián suǒ wèi wén]
senprecedenca;preced.sen0a;空前[kōng qián]
senprecedenca;preced.sen0a;史无前例[shǐ wú qián lì],史無前例[shǐ wú qián lì]
senprecedenca;preced.sen0a;前所未有[qián suǒ wèi yǒu]
senprecedenca;preced.sen0a;未有[wèi yǒu]
senprecedenca;preced.sen0a;亘古未有[gèn gǔ wèi yǒu],亙古未有[gèn gǔ wèi yǒu]
senprecedenca;preced.sen0a;前所未見[qián suǒ wèi jiàn],前所未见[qián suǒ wèi jiàn]
senprecedenca;preced.sen0a;旷古未有[kuàng gǔ wèi yǒu],曠古未有[kuàng gǔ wèi yǒu]
senprecedenca;preced.sen0a;旷古未闻[kuàng gǔ wèi wén],曠古未聞[kuàng gǔ wèi wén]
precesio;precesi.0o;岁差[suì chā],歲差[suì chā]
precesio;precesi.0o;进动[jìn dòng],進動[jìn dòng]
precioza;precioz.0a;值錢[zhí qián],值钱[zhí qián]
precioza;precioz.0a;宝贵[bǎo guì],寶貴[bǎo guì]
precioza;precioz.0a;弥足珍贵[mí zú zhēn guì],彌足珍貴[mí zú zhēn guì]
precioza;precioz.0a;珍貴[zhēn guì],珍贵[zhēn guì]
precioza;precioz.0a;珍[zhēn],珎[zhēn]
precioza;precioz.0a;玮[wěi],瑋[wěi]
precioza;precioz.0a;祎[yī],禕[yī]
precioza;precioz.0a;禕[yī]
precioza;precioz.0a;貴重[guì zhòng],贵重[guì zhòng]
precipa;precip.0a;主要[zhǔ yào]
precipa;precip.0a;主干[zhǔ gàn],主幹[zhǔ gàn]
precipa;precip.0a;主要地[zhǔ yào de]
precipe;precip.0e;尤[yóu]
precipe;precip.0e;尤其[yóu qí]
precipe;precip.0e;格外[gé wài]
precipitaĵo;precip1.0ajxo;降雨[jiàng yǔ]
precipitaĵo;precip1.0ajxo;雨量[yǔ liàng]
precipitaĵo;precip1.0ajxo;降水[jiàng shuǐ]
precipitaĵo;precip1.0ajxo;沉淀[chén diàn],沉澱[chén diàn]
precipitaĵo;precip1.0ajxo;雨[yǔ]
precipiti;precip1.0i.KEM;沉淀[chén diàn],沉澱[chén diàn]
precipiti;precip1.0i.KEM;淀[diàn],澱[diàn]
precipiti;precip1.0i.KEM;雨[yù]
preciza;preciz.0a;准确[zhǔn què],準確[zhǔn què]
preciza;preciz.0a;精准[jīng zhǔn],精準[jīng zhǔn]
preciza;preciz.0a;确切[què qiè],確切[què qiè]
preciza;preciz.0a;精密[jīng mì]
preciza;preciz.0a;精确[jīng què],精確[jīng què]
preciza;preciz.0a;准[zhǔn],準[zhǔn]
precize;preciz.0e;便是[biàn shì]
precizeco;preciz.0eco;精密度[jīng mì dù]
precizeco;preciz.0eco;准确[zhǔn què],準確[zhǔn què]
precizeco;preciz.0eco;精度[jīng dù]
precizeco;preciz.0eco;精确度[jīng què dù],精確度[jīng què dù]
precizeco;preciz.0eco;精确性[jīng què xìng],精確性[jīng què xìng]
precizeco;preciz.0eco;准确度[zhǔn què dù],準確度[zhǔn què dù]
precizigi;preciz.0igi;明确[míng què],明確[míng què]
malpreciza;preciz.mal0a;不明确[bù míng què],不明確[bù míng què]
malpreciza;preciz.mal0a;不准确[bù zhǔn què],不準確[bù zhǔn què]
malpreciza;preciz.mal0a;不确切[bù què qiē],不確切[bù què qiē]
malpreciza;preciz.mal0a;含糊[hán hu]
malpreciza;preciz.mal0a;恍忽[huǎng hū]
malpreciza;preciz.mal0a;有誤差[yǒu wù chā],有误差[yǒu wù chā]
predi;pred.0i;抢来[qiǎng lái],搶來[qiǎng lái]
predi;pred.0i;捕食[bǔ shí]
predi;pred.0i;掠食[lu:è shí]
predi;pred.0i;捕[bǔ]
predo;pred.0o;猎物[liè wù],獵物[liè wù]
predo;pred.0o;捕獲物[bǔ huò wù],捕获物[bǔ huò wù]
predo;pred.0o;掠夺品[lüè duó pǐn],掠奪品[lüè duó pǐn]
predo;pred.0o;木桶[mù tǒng]
predo;pred.0o;牺牲品[xī shēng pǐn],犧牲品[xī shēng pǐn]
predo;pred.0o;餌食[ěr shí],饵食[ěr shí]
prediki;predik.0i;宣講[xuān jiǎng],宣讲[xuān jiǎng]
prediki;predik.0i;說教[shuō jiào],说教[shuō jiào]
prediki;predik.0i;传道[chuán dào],傳道[chuán dào]
prediki;predik.0i;传教[chuán jiào],傳教[chuán jiào]
prediki;predik.0i;开示[kāi shì],開示[kāi shì]
prediki;predik.0i;講道[jiǎng dào],讲道[jiǎng dào]
prediki;predik.0i;宣教[xuān jiào]
prediki;predik.0i;宣扬[xuān yáng],宣揚[xuān yáng]
prediki;predik.0i;鼓吹[gǔ chuī]
predikisto;predik.0isto;传道者[chuán dào zhě],傳道者[chuán dào zhě]
predikisto;predik.0isto;佈道家[bù dào jiā],布道家[bù dào jiā]
prediko;predik.0o;佈道[bù dào],布道[bù dào]
prediko;predik.0o;传道[chuán dào],傳道[chuán dào]
prediko;predik.0o;說教[shuō jiào],说教[shuō jiào]
montoprediko;predik.monto0o;山上宝训[shān shàng bǎo xùn],山上寶訓[shān shàng bǎo xùn]
montoprediko;predik.monto0o;山中圣训[shān zhōng shèng xùn],山中聖訓[shān zhōng shèng xùn]
montoprediko;predik.monto0o;登山宝训[dēng shān bǎo xùn],登山寶訓[dēng shān bǎo xùn]
predikato;predik1.0o;述語[shù yǔ],述语[shù yǔ]
predikato;predik1.0o;謂語[wèi yǔ],谓语[wèi yǔ]
prefaco;prefac.0o;序言[xù yán]
prefaco;prefac.0o;刊首語[kān shǒu yǔ],刊首语[kān shǒu yǔ]
prefaco;prefac.0o;前言[qián yán]
prefaco;prefac.0o;引言[yǐn yán]
prefaco;prefac.0o;序章[xù zhāng]
prefaco;prefac.0o;緒言[xù yán],绪言[xù yán]
prefektejo;prefek.0ejo;府[fǔ]
prefektujo;prefek.0ujo;州[zhōu]
prefektujo;prefek.0ujo;地級市[dì jí shì],地级市[dì jí shì]
prefere;prefer.0e;宁可[nìng kě],寧可[nìng kě]
prefere;prefer.0e;情愿[qíng yuàn],情願[qíng yuàn]
preferi;prefer.0i;偏愛[piān ài],偏爱[piān ài]
preferi;prefer.0i;喜好[xǐ hào]
preferi;prefer.0i;宁[nìng],寧[nìng]
preferi;prefer.0i;优先[yōu xiān],優先[yōu xiān]
preferi;prefer.0i;偏好[piān hào]
preferi;prefer.0i;比較喜歡[bǐ jiào xǐ huān],比较喜欢[bǐ jiào xǐ huān]
preferi;prefer.0i;被喜好[bèi xǐ hǎo]
preferinda;prefer.0inda;宁[nìng],寧[nìng]
preferanco;preferanc.0o;偏好[piān hào]
prefero;;偏好[piān hào]
prefikso;prefik.0o;前綴[qián zhuì],前缀[qián zhuì]
prefikso;prefik.0o;字首[zì shǒu]
preĝejo;pregx.0ejo;教堂[jiào táng]
preĝejo;pregx.0ejo;庙[miào],廟[miào]
preĝi;pregx.0i;祷[dǎo],禱[dǎo]
preĝi;pregx.0i;禂[dǎo]
preĝi;pregx.0i;祈祷[qí dǎo],祈禱[qí dǎo]
preĝi;pregx.0i;祈愿[qí yuàn],祈願[qí yuàn]
preĝi;pregx.0i;祷告[dǎo gào],禱告[dǎo gào]
preĝi;pregx.0i;属于祈祷者[shǔ yú qí dǎo zhě],屬於祈禱者[shǔ yú qí dǎo zhě]
preĝi;pregx.0i;做祷告[zuò dǎo gào],做禱告[zuò dǎo gào]
preĝo;pregx.0o;祈祷[qí dǎo],祈禱[qí dǎo]
preĝo;pregx.0o;祷告[dǎo gào],禱告[dǎo gào]
preĝo;pregx.0o;禂[dǎo]
preĝo;pregx.0o;祷[dǎo],禱[dǎo]
preĝo;pregx.0o;祈愿[qí yuàn],祈願[qí yuàn]
katedra preĝejo;pregx.katedra_0ejo;座堂[zuò táng]
katedra preĝejo;pregx.katedra_0ejo;大教堂[dà jiào táng]
katedra preĝejo;pregx.katedra_0ejo;主教座堂[zhǔ jiào zuò táng]
preleganto;preleg.0anto;講師[jiǎng shī],讲师[jiǎng shī]
preleganto;preleg.0anto;大学讲师[dà xué jiǎng shī],大學講師[dà xué jiǎng shī]
preleganto;preleg.0anto;演說家[yǎn shuō jiā],演说家[yǎn shuō jiā]
preleganto;preleg.0anto;私人教师[sī rén jiào shī],私人教師[sī rén jiào shī]
preleganto;preleg.0anto;編外講師[biān wài jiǎng shī],编外讲师[biān wài jiǎng shī]
prelegejo;preleg.0ejo;会议室[huì yì shì],會議室[huì yì shì]
prelegejo;preleg.0ejo;会议厅[huì yì tīng],會議廳[huì yì tīng]
prelegi;preleg.0i;演講[yǎn jiǎng],演讲[yǎn jiǎng]
prelegi;preleg.0i;介紹性講演[jiè shào xìng jiǎng yǎn],介绍性讲演[jiè shào xìng jiǎng yǎn]
prelegi;preleg.0i;主講[zhǔ jiǎng],主讲[zhǔ jiǎng]
prelego;preleg.0o;講座[jiǎng zuò],讲座[jiǎng zuò]
prelego;preleg.0o;報告[bào gào],报告[bào gào]
prelego;preleg.0o;演講[yǎn jiǎng],演讲[yǎn jiǎng]
prelego;preleg.0o;講辭[jiǎng cí],讲辞[jiǎng cí]
prelego;preleg.0o;講課[jiǎng kè],讲课[jiǎng kè]
prelego;preleg.0o;報告會[bào gào huì],报告会[bào gào huì]
preludo;prelud.0o;前奏[qián zòu]
preludo;prelud.0o;序幕[xù mù]
preludo;prelud.0o;前奏曲[qián zòu qǔ]
preludo;prelud.0o;前戏[qián xì],前戲[qián xì]
preludo;prelud.0o;預賽[yù sài],预赛[yù sài]
premado;prem.0ado;压力[yā lì],壓力[yā lì]
premado;prem.0ado;外力[wài lì]
premateco;prem.0ateco;洼[wā],窪[wā]
premdevigi;prem.0devigi0necesigi0trudi;強迫[qiǎng pò],强迫[qiǎng pò]
premdevigi;prem.0devigi0necesigi0trudi;逼人[bī rén]
premdevigi;prem.0devigi0necesigi0trudi;迫[pò]
premdevigi;;压[yā],壓[yā]
premi;prem.0i;施压[shī yā],施壓[shī yā]
premi;prem.0i;催[cuī]
premi;prem.0i;挨挤[ái jǐ],挨擠[ái jǐ]
premi;prem.0i;捘[zùn]
premilo;prem.0ilo.AGR;榨酒池[zhà jiǔ chí]
premmaŝino;prem.0masxino;压制机[yā zhì jī],壓制機[yā zhì jī]
premo;prem.0o.FIG;压力[yā lì],壓力[yā lì]
aerpremo;prem.aer0o;气压[qì yā],氣壓[qì yā]
aerpremo;prem.aer0o;大气压[dà qì yā],大氣壓[dà qì yā]
aerpremo;prem.aer0o;大气压力[dà qì yā lì],大氣壓力[dà qì yā lì]
alpremi;prem.al0i;坚持下去[jiān chí xià qù],堅持下去[jiān chí xià qù]
ĉirkaŭpremi;prem.cxirkaux0i;拥抱[yōng bào],擁抱[yōng bào]
ĉirkaŭpremi;prem.cxirkaux0i;搂[lǒu],摟[lǒu]
ĉirkaŭpremi;prem.cxirkaux0i;搂抱[lǒu bào],摟抱[lǒu bào]
ĉirkaŭpremi;prem.cxirkaux0i;抱紧[bào jǐn],抱緊[bào jǐn]
ĉirkaŭpremi;prem.cxirkaux0i;紧抱[jǐn bào],緊抱[jǐn bào]
depremi;prem.de0i;按下[àn xià]
depremi;prem.de0i;按住[àn zhù]
dispremi;prem.dis0i;压碎[yā suì],壓碎[yā suì]
dispremi;prem.dis0i;揉碎[róu suì]
elpremi;prem.el0i;榨取[zhà qǔ]
elpremi;prem.el0i;搾出[zhà chū]
elpremi;prem.el0i;压榨[yā zhà],壓榨[yā zhà]
fingropremaĵo;prem.fingro0ajxo;指紋[zhǐ wén],指纹[zhǐ wén]
fingropremaĵo;prem.fingro0ajxo;指模[zhǐ mó]
fingropremaĵo;prem.fingro0ajxo;脶[luó],腡[luó]
fingropremaĵo;prem.fingro0ajxo;手印[shǒu yìn]
fingropremaĵo;prem.fingro0ajxo;指印[zhǐ yìn]
korpremateco;prem.kor0ateco;洼[wā],窪[wā]
korpremateco;prem.kor0ateco;机能减退[jī néng jiǎn tuì],機能減退[jī néng jiǎn tuì]
korpremateco;prem.kor0ateco;沈下[shěn xià]
korpremateco;prem.kor0ateco;音調低下[yīn diào dī xià],音调低下[yīn diào dī xià]
korpremateco;prem.kor0ateco;心疼[xīn téng]
korpremi;prem.kor0i.PSI;嗒然[tà rán]
korpremi;prem.kor0i.PSI;懊丧[ào sāng],懊喪[ào sāng]
korpremo;prem.kor0o;心痛[xīn tòng]
korpremo;prem.kor0o;悲伤[bēi shāng],悲傷[bēi shāng]
kunpremi;prem.kun0i;压缩[yā suō],壓縮[yā suō]
kunpremiĝi;;拥挤[yōng jǐ],擁擠[yōng jǐ]
kunpremilo;prem.kun0ilo;压缩机[yā suō jī],壓縮機[yā suō jī]
kunpremilo;prem.kun0ilo;空压机[kōng yā jī],空壓機[kōng yā jī]
manpremo;prem.man0o;握手[wò shǒu]
pomelo;;把手[bǎ shou]
piedpremi;prem.pied0i;厹[róu]
piedpremi;prem.pied0i.treti;禸[róu]
rulpremi;prem.rul0i;磙[gǔn]
rulpremilo;prem.rul0ilo;压路机[yā lù jī],壓路機[yā lù jī]
rulpremilo;prem.rul0ilo;輥[gǔn],辊[gǔn]
rulpremilo;prem.rul0ilo;磙[gǔn]
sangopremo;prem.sango0o;血压[xuè yā],血壓[xuè yā]
subpremi;prem.sub0i;压制[yā zhì],壓制[yā zhì]
subpremi;prem.sub0i;鎮壓[zhèn yā],镇压[zhèn yā]
subpremi;prem.sub0i;压[yā],壓[yā]
subpremi;prem.sub0i;弭[mǐ]
subpremi;prem.sub0i;压迫[yā pò],壓迫[yā pò]
premii;premi.0i;表彰[biǎo zhāng]
premii;premi.0i;奖励[jiǎng lì],獎勵[jiǎng lì]
premiito;premi.0ito;穫獎者[huò jiǎng zhě],获奖者[huò jiǎng zhě]
premiito;premi.0ito;得奖者[dé jiǎng zhě],得獎者[dé jiǎng zhě]
premiito;premi.0ito;獲獎者[huò jiǎng zhě],获奖者[huò jiǎng zhě]
premiito;premi.0ito;奖得主[jiǎng dé zhǔ],獎得主[jiǎng dé zhǔ]
premio;premi.0o;奖[jiǎng],獎[jiǎng]
premio;premi.0o;奖金[jiǎng jīn],獎金[jiǎng jīn]
premio;premi.0o;奖品[jiǎng pǐn],獎品[jiǎng pǐn]
premiero;premier.0o.surscenigo;首映[shǒu yìng]
premiero;premier.0o.surscenigo;首演[shǒu yǎn]
premisi;premis.0i;发射口[fā shè kǒu],發射口[fā shè kǒu]
premiso;premis.0o;前提[qián tí]
premiso;premis.0o;前提条件[qián tí tiáo jiàn],前提條件[qián tí tiáo jiàn]
premiso;premis.0o;要件[yào jiàn]
preni;pren.0i;服用[fú yòng]
preni;pren.0i;以[yǐ]
preni;pren.0i;拏[ná]
preni;pren.0i;拿[ná]
preni;pren.0i;挐[ná]
preni;pren.0i;捕[bǔ]
preni;pren.0i;採取[cǎi qǔ],采取[cǎi qǔ]
preni;pren.0i;接下來[jiē xià lái],接下来[jiē xià lái]
preni;pren.0i;摘[zhāi]
preni;pren.0i;撷取[xié qǔ],擷取[xié qǔ]
prenilo;pren.0ilo;鉗板[qián bǎn],钳板[qián bǎn]
prenilo;pren.0ilo;叼紙牙[diāo zhǐ yá],叼纸牙[diāo zhǐ yá]
prenilo;pren.0ilo;夹紧器[jiā jǐn qì],夾緊器[jiā jǐn qì]
alpreni;pren.al0i;領受[lǐng shòu],领受[lǐng shòu]
alpreni;pren.al0i;悅納[yuè nà],悦纳[yuè nà]
alpreni;pren.al0i;接收[jiē shōu]
alpreni;pren.al0i;收納[shōu nà],收纳[shōu nà]
alpreni;pren.al0i;料想[liào xiǎng]
alpreni;pren.al0i;假使[jiǎ shǐ]
alpreni;pren.al0i;怙[hù]
alpreni;pren.al0i;盼[pàn]
alpreni;pren.al0i;笑納[xiào nà],笑纳[xiào nà]
alpreni;pren.al0i;收[shōu]
alpreni;pren.al0i;当做[dāng zuò],當做[dāng zuò]
alpreni;pren.al0i;採納[cǎi nà],采纳[cǎi nà]
alpreni;pren.al0i;採用[cǎi yòng],采用[cǎi yòng]
ĉirkaŭpreni;pren.cxirkaux0i;拥抱[yōng bào],擁抱[yōng bào]
ĉirkaŭpreni;pren.cxirkaux0i;搂[lǒu],摟[lǒu]
depreni;pren.de0i;掀掉[xiān diào]
depreni;pren.de0i;脫[tuō],脱[tuō]
depreni;pren.de0i;拿掉[ná diào]
depreni;pren.de0i;拿走[ná zǒu]
depreni;pren.de0i;去除[qù chú]
depreni;pren.de0i;取出[qǔ chū]
elpreni;pren.el0i;取出[qǔ chū]
elpreni;pren.el0i;抽[chōu]
elpreni;pren.el0i;摘取[zhāi qǔ]
elpreni;pren.el0i;抽出[chōu chū]
elpreni;pren.el0i;拿出[ná chū]
elpreni;pren.el0i;引出[yǐn chū]
elpreni;pren.el0i;摘抄[zhāi cháo]
elpreni;pren.el0i;摘录[zhāi lù],摘錄[zhāi lù]
elpreni;pren.el0i;梊[dì]
forpreni;pren.for0i;拿走[ná zǒu]
forpreni;pren.for0i;带走[dài zǒu],帶走[dài zǒu]
forpreni;pren.for0i;夺去[duó qù],奪去[duó qù]
forpreni;;抄[chāo]
kunpreni;pren.kun0i;带走[dài zǒu],帶走[dài zǒu]
kunpreni;pren.kun0i;携[xié],攜[xié]
kunpreni;pren.kun0i;带上[dài shàng],帶上[dài shàng]
lupreni;pren.lu0i;租用[zū yòng]
lupreni;pren.lu0i;租借[zū jiè]
lupreni;pren.lu0i;賃[lìn],赁[lìn]
lupreni;pren.lu0i;租賃交易[zū lìn jiāo yì],租赁交易[zū lìn jiāo yì]
lupreni;pren.lu0i;僦[jiù]
neforprenebla;pren.nefor0ebla;不可分割[bù kě fēn gē]
neforprenebla;pren.nefor0ebla;自然权利[zì rán quán lì],自然權利[zì rán quán lì]
repreni;pren.re0i;收回[shōu huí]
repreni;pren.re0i;取回[qǔ huí]
repreni;pren.re0i;拿回[ná huí]
repreni;pren.re0i;縮回[suō huí],缩回[suō huí]
surpreni;pren.sur0i.FIG;担[dān],擔[dān]
surpreni;pren.sur0i.FIG;荷[hè]
transpreni;pren.trans0i;接替[jiē tì]
transpreni;pren.trans0i;接掌[jiē zhǎng]
transpreni;pren.trans0i;接任[jiē rèn]
transpreni;pren.trans0i;接去[jiē qù]
transpreni;pren.trans0i;接办[jiē bàn],接辦[jiē bàn]
transpreni;pren.trans0i;負擔[fù dān],负担[fù dān]
preparado;prepar.0ado;制备[zhì bèi],製備[zhì bèi]
preparado;prepar.0ado;准备[zhǔn bèi],準備[zhǔn bèi]
preparado;prepar.0ado;准备工作[zhǔn bèi gōng zuò],準備工作[zhǔn bèi gōng zuò]
prepare al;prepar.0eal;以期[yǐ qī]
prepare al;prepar.0eal;为[wèi],爲[wèi]
prepare al;prepar.0eal;有鉴于此[yǒu jiàn yú cǐ],有鑒於此[yǒu jiàn yú cǐ]
prepare al;prepar.0eal;当前[dāng qián],當前[dāng qián]
prepari;prepar.0i;預備[yù bèi],预备[yù bèi]
prepari;prepar.0i;准备[zhǔn bèi],準備[zhǔn bèi]
prepari;prepar.0i;制备[zhì bèi],製備[zhì bèi]
prepari;prepar.0i;庀[pǐ]
prepari;prepar.0i;庤[zhì]
prepari;prepar.0i;備[bèi],备[bèi]
prepari;prepar.0i;筹[chóu],籌[chóu]
prepari;prepar.0i;備下[bèi xià],备下[bèi xià]
prepari;prepar.0i;蒇[chǎn],蕆[chǎn]
prepari;prepar.0i;筹备[chóu bèi],籌備[chóu bèi]
prepari;prepar.0i;整備[zhěng bèi],整备[zhěng bèi]
prepari;prepar.0i;准备好[zhǔn bèi hǎo],準備好[zhǔn bèi hǎo]
preparo;prepar.0o;預備[yù bèi],预备[yù bèi]
preparo;prepar.0o;准备[zhǔn bèi],準備[zhǔn bèi]
preparo;prepar.0o;准备工作[zhǔn bèi gōng zuò],準備工作[zhǔn bèi gōng zuò]
senprepara;prepar.sen0a;意外[yì wài]
senprepara;prepar.sen0a;誰知[shéi zhī],谁知[shéi zhī]
senprepara;prepar.sen0a;沒有預期[méi yǒu yù qī],没有预期[méi yǒu yù qī]
senprepara;prepar.sen0a;无预谋[wú yù móu],無預謀[wú yù móu]
prepozicio;prepoz.0o;前置詞[qián zhì cí],前置词[qián zhì cí]
prepozicio;prepoz.0o;介系詞[jiè xì cí],介系词[jiè xì cí]
prepucio;prepuc.0o;包皮[bāo pí]
prerio;preri.0o;大草原[dà cǎo yuán]
prerogativo;prerog.0o;特权[tè quán],特權[tè quán]
presa;pres.0a;印刷[yìn shuā]
presaĵo;pres.0ajxo;印刷品[yìn shuā pǐn]
presaĵo;pres.0ajxo;打印稿[dǎ yìn gǎo]
presaĵo;pres.0ajxo.TIP;打印輸出[dǎ yìn shū chū],打印输出[dǎ yìn shū chū]
presarto;pres.0arto;印刷[yìn shuā]
presarto;pres.0arto;印刷术[yìn shuā shù],印刷術[yìn shuā shù]
presaĵo;;印[yìn]
presejo;pres.0ejo;印刷厂[yìn shuā chǎng],印刷廠[yìn shuā chǎng]
presejo;pres.0ejo;印刷所[yìn shuà suǒ]
presi;pres.0i;印刷[yìn shuā]
presi;pres.0i;列印[liè yìn]
presi;pres.0i;印[yìn]
presi;pres.0i;印制[yìn zhì],印製[yìn zhì]
presi;pres.0i;打印[dǎ yìn]
presi;pres.0i;盖了印[gài liǎo yìn],蓋了印[gài liǎo yìn]
presi;pres.0i;盖了章[gài liǎo zhāng],蓋了章[gài liǎo zhāng]
presilo;pres.0ilo;印表机[yìn biǎo jī],印表機[yìn biǎo jī]
presilo;pres.0ilo;打印机[dǎ yìn jī],打印機[dǎ yìn jī]
presilo;;印刷机[yìn shuā jī],印刷機[yìn shuā jī]
preso;pres.0o;印刷[yìn shuā]
aparta depreso;pres.apartade0o;单行本[dān xíng běn],單行本[dān xíng běn]
fotorepreso;pres.fotore0o;复制品[fù zhì pǐn],複製品[fù zhì pǐn]
fotorepreso;pres.fotore0o;影印[yǐng yìn]
fotorepreso;pres.fotore0o;影印本[yǐng yìn běn]
fotorepreso;pres.fotore0o;复印件[fù yìn jiàn],複印件[fù yìn jiàn]
represi;pres.re0i;重印[chóng yìn]
represo;pres.re0o;重印[chóng yìn]
represo;pres.re0o;再版[zài bǎn]
presbiterianismo;presbi1.0ismo;長老會[Zhǎng lǎo huì],长老会[Zhǎng lǎo huì]
presbiterianismo;presbi1.0ismo;長老教會[zhǎng lǎo jiào huì],长老教会[zhǎng lǎo jiào huì]
presbiteriano;presbi1.0o;長老會[zhǎng lǎo huì],长老会[zhǎng lǎo huì]
preskribi;preskr.0i;咛[níng],嚀[níng]
preskribi;preskr.0i;吩咐[fēn fù]
preskribi;preskr.0i.MED;开药[kāi yào],開藥[kāi yào]
preskribo;preskr.0o;药方[yào fāng],藥方[yào fāng]
preskribo;preskr.0o;指示[zhǐ shì]
preskribo;preskr.0o;方剂[fāng jì],方劑[fāng jì]
preskribo;preskr.0o;戒律[jiè lǜ]
preskribo;preskr.0o;誡命[jiè mìng],诫命[jiè mìng]
preskripto;preskr1.0o;訴訟時效[sù sòng shí xiào],诉讼时效[sù sòng shí xiào]
preskripto;preskr1.0o;消滅時效[xiāo miè shí xiào],消灭时效[xiāo miè shí xiào]
prestidigitatoro;presti.0o;魔术师[mó shù shī],魔術師[mó shù shī]
prestiĝa;presti1.0a;烜赫[xuǎn hè]
prestiĝo;presti1.0o;威信[wēi xìn]
prestiĝo;presti1.0o;威望[wēi wàng]
prestiĝo;presti1.0o;信誉[xìn yù],信譽[xìn yù]
prestiĝa;;赫赫有名[hè hè yǒu míng]
preta;pret.0a;愿[yuàn],願[yuàn]
preta;pret.0a;就緒[jiù xù],就绪[jiù xù]
preta;pret.0a;停当[tíng dang],停當[tíng dang]
preta;pret.0a;妥当[tuǒ dang],妥當[tuǒ dang]
preta;pret.0a;定当[dìng dàng],定當[dìng dàng]
preta;pret.0a;整備[zhěng bèi],整备[zhěng bèi]
preta;pret.0a;准备好了[zhǔn bèi hǎo liǎo],準備好了[zhǔn bèi hǎo liǎo]
preteco;pret.0eco;候命[hòu mìng]
preteco;pret.0eco;就緒[jiù xù],就绪[jiù xù]
preteco;pret.0eco;警戒心[jǐng jiè xīn]
pretigi;pret.0igi;預備[yù bèi],预备[yù bèi]
pretigi;pret.0igi;備[bèi],备[bèi]
pretigi;pret.0igi;筹[chóu],籌[chóu]
pretigi;pret.0igi;庀[pǐ]
pretigi;pret.0igi;庤[zhì]
pretigi;pret.0igi;准备好[zhǔn bèi hǎo],準備好[zhǔn bèi hǎo]
finpretigi;pret.fin0igi;竣[jùn]
finpretigi;pret.fin0igi;完毕[wán bì],完畢[wán bì]
finpretigi;pret.fin0igi;完工[wán gōng]
finpretigi;pret.fin0igi;終止[zhōng zhǐ],终止[zhōng zhǐ]
malpreta;pret.mal0a;意外[yì wài]
malpreta;pret.mal0a;沒有預期[méi yǒu yù qī],没有预期[méi yǒu yù qī]
malpreta;pret.mal0a;无预谋[wú yù móu],無預謀[wú yù móu]
malpreta;pret.mal0a;未做准备[wèi zuò zhǔn bèi],未做準備[wèi zuò zhǔn bèi]
malpreta;pret.mal0a;无准备[wú zhǔn bèi],無準備[wú zhǔn bèi]
