#kap	mrk	lng	trd	ind
pa	pa.0	fr		bah !
polujano	pol.0ujano.POL	de		polnischer Staatsbürger
Grandpolujo	pol.Grand0ujo	de		Großpolen
Grandpolujo	pol.Grand0ujo.POL	en		Greater Poland
Grandpolujo	pol.Grand0ujo.POL	en		Great Poland
Grandpolujo	pol.Grand0ujo.POL	de		Großpolen
Malgrandpolujo	pol.Malgrand0ujo	de		Kleinpolen
Malgrandpolujo	pol.Malgrand0ujo.POL	en		Lesser Poland
Malgrandpolujo	pol.Malgrand0ujo.POL	en		Little Poland
Malgrandpolujo	pol.Malgrand0ujo.POL	de		Kleinpolen
Pollando	pol.P0lando	de		Polen
Pollando	pol.P0lando.POL	de		Polen
Pollando	pol.P0lando.POL	en		Poland
Pollando	pol.P0lando.POL	fr		Pologne
Pollando	pol.P0lando.POL	fr		République de Pologne
Pollando	pol.P0lando.POL	de		Polen
Polujo	pol.P0ujo	de		Polen
Polujo	pol.P0ujo.lando	de		Polen
Polujo	pol.P0ujo.lando	en		Poland
Polujo	pol.P0ujo.lando	fr		Pologne
Polujo	pol.P0ujo.lando	fr		République de Pologne
Polujo	pol.P0ujo.lando	de		Polen
polara	polar.0a	NULL	NULL	NULL
polara	polar.0a.KEM	de	polar (Chemie)	polar
polara	polar.0a.KEM	en	polar (chemistry)	polar
polara	polar.0a.KEM	fr	polaire (chimie)	polaire
polariza	polari.0a	en		polarizing
polariza	polari.0a	fr		polarisant
polariza	polari.0a	de		polarisierend
polarizi	polari.0i	de		polarisieren
polarizi	polari.0i	en	to polarize (usone)	to polarize
polarizi	polari.0i	en	polarise (brite)	polarise
polarizi	polari.0i	fr		polariser
polarizilo	polari.0ilo	de		Polarisator
polarizilo	polari.0ilo	de		Polarisationsfilter
polarizilo	polari.0ilo	en		polarizer
polarizilo	polari.0ilo	fr		polarisateur
polarizo	polari.0o	de		Polarisation
polarizo	polari.0o	en		polarization
polarizo	polari.0o	fr		polarisation
polaroido	polaroid.0o	de		Polaroid
polaroido	polaroid.0o	en		polaroid
polaroido	polaroid.0o	fr		polaroid
polaroido	polaroid.0o.FOT_aparato	de		Polaroid
polaroido	polaroid.0o.FOT_aparato	en		polaroid
polaroido	polaroid.0o.FOT_aparato	fr		polaroid
polaroido	polaroid.0o.FOT_materialo	de		Polaroid
polaroido	polaroid.0o.FOT_materialo	en		polaroid
polaroido	polaroid.0o.FOT_materialo	fr		polaroid
poldero	polder.0o	en		polder
poldero	polder.0o	de		Polder
poldero	polder.0o	de		Koog
poldero	polder.0o	fr		polder
poldero	polder.0o.AGR	en		polder
poldero	polder.0o.AGR	de		Polder
poldero	polder.0o.AGR	de		Koog
poldero	polder.0o.AGR	fr		polder
polekso	poleks.0o	de		Daumen
polekso	poleks.0o	en		thumb
polekso	poleks.0o	fr		pouce
polekso	poleks.0o.ANA	de		Daumen
polekso	poleks.0o.ANA	en		thumb
polekso	poleks.0o.ANA	fr		pouce
polemiki	polemi.0i	de		polemisieren
polemiki	polemi.0i	en		engage in controversy
polemiki	polemi.0i	fr		polémiquer
polemiko	polemi.0o	de		Polemik
polemiko	polemi.0o	en		polemic
polemiko	polemi.0o	en		controversy
polemiko	polemi.0o	en		dispute
polemiko	polemi.0o	fr		polémique
polenero	polen.0ero	en		grain of pollen
polenero	polen.0ero	fr	grain de pollen	pollen
polenero	polen.0ero.BOT	en		grain of pollen
polenero	polen.0ero.BOT	fr	grain de pollen	pollen
poleno	polen.0o	de		Pollen
poleno	polen.0o	en		pollen
poleno	polen.0o	fr		pollen
poleno	polen.0o.BOT	de		Pollen
poleno	polen.0o.BOT	en		pollen
poleno	polen.0o.BOT	fr		pollen
polenujo	polen.0ujo	de		Pollensack
polensako	polen.0ujo	de		Pollensack
polenujo	polen.0ujo	fr		loge pollinique
polensako	polen.0ujo	fr		loge pollinique
polenujo	polen.0ujo.BOT	de		Pollensack
polensako	polen.0ujo.BOT	de		Pollensack
polenujo	polen.0ujo.BOT	fr		loge pollinique
polensako	polen.0ujo.BOT	fr		loge pollinique
polenologio	polenologi.0o	en		Palynology
polenologio	polenologi.0o	fr		palynologie
polenologio	polenologi.0o.SCI	en		Palynology
polenologio	polenologi.0o.SCI	fr		palynologie
polento	polent.0o	de		Polenta
polento	polent.0o	en		polenta
polento	polent.0o	fr		polenta
polento	polent.0o	fr		polente
polento	polent.0o	fr		poleinte
polento	polent.0o.KUI	de		Polenta
polento	polent.0o.KUI	en		polenta
polento	polent.0o.KUI	fr		polenta
polento	polent.0o.KUI	fr		polente
polento	polent.0o.KUI	fr		poleinte
Polio	poli1.P0o	de		Polen
Polio	poli1.P0o	en		Poland
Polio	poli1.P0o	fr		Pologne
Polio	poli1.P0o	fr		République de Pologne
polio-	poli2.0o	NULL	NULL	NULL
polio-	poli2.0o.poliomjelito	de	Polio (Kinderlähmung)	Polio
poliamido	poliamid.0o	de		Polyamid
poliamido	poliamid.0o	fr		polyamide
poliamido	poliamid.0o.KEM	de		Polyamid
poliamido	poliamid.0o.KEM	fr		polyamide
poliandrio	poliandri.0o	de		Polyandrie
poliandrio	poliandri.0o	en		polyandry
poliandrio	poliandri.0o	fr		polyandrie
poliandrio	poliandri.0o.GEN	de		Polyandrie
poliandrio	poliandri.0o.GEN	en		polyandry
poliandrio	poliandri.0o.GEN	fr		polyandrie
poliandrio	poliandri.0o.ZOO	de		Polyandrie
poliandrio	poliandri.0o.ZOO	en		polyandry
poliandrio	poliandri.0o.ZOO	fr		polyandrie
policano	polic.0ano	de		Polizist
policano	polic.0ano	fr		policier
policano	polic.0ano.POL	de		Polizist
policano	polic.0ano.POL	fr		policier
policejo	polic.0ejo	de		Polizeirevier
policejo	polic.0ejo	fr		commissariat de police
policejo	polic.0ejo.POL	de		Polizeirevier
policejo	polic.0ejo.POL	fr		commissariat de police
policestro	polic.0estro	de		Polizeikommissar
ĉefpolicano	polic.0estro	de		Polizeikommissar
policestro	polic.0estro	fr		commissaire de police
ĉefpolicano	polic.0estro	fr		commissaire de police
policestro	polic.0estro.POL	de		Polizeikommissar
ĉefpolicano	polic.0estro.POL	de		Polizeikommissar
policestro	polic.0estro.POL	fr		commissaire de police
ĉefpolicano	polic.0estro.POL	fr		commissaire de police
policisto	polic.0isto	de		Polizist
policisto	polic.0isto	fr		policier
policisto	polic.0isto.POL	de		Polizist
policisto	polic.0isto.POL	fr		policier
kaŝpolicano	polic.kasx0ano	de		Zivilstreife
kaŝpolicisto	polic.kasx0ano	de		Zivilstreife
kontraŭtumulta polico	polic.kontrauxtumulta0o	fr		CRS
kontraŭtumulta polico	polic.kontrauxtumulta0o	fr		police antiémeute
kontraŭtumulta polico	polic.kontrauxtumulta0o.POL	fr		CRS
kontraŭtumulta polico	polic.kontrauxtumulta0o.POL	fr		police antiémeute
sekreta polico	polic.sekreta_0o	de		Geheimpolizei
poliedro	polied.0o	en		polyhedron
poliestero	poliester.0o	de		Polyester
poliestero	poliester.0o	en		polyester
poliestero	poliester.0o	fr		polyester
poliestero	poliester.0o.KEM	de		Polyester
poliestero	poliester.0o.KEM	en		polyester
poliestero	poliester.0o.KEM	fr		polyester
polifonio	polifoni.0o	de		Polyphonie
polifonio	polifoni.0o	en		polyphony
polifonio	polifoni.0o	fr		polyphonie
polifonio	polifoni.0o.MUZ	de		Polyphonie
polifonio	polifoni.0o.MUZ	en		polyphony
polifonio	polifoni.0o.MUZ	fr		polyphonie
poligamio	poliga.0o	de		Polygamie
poligamio	poliga.0o	en		polygamy
poligamio	poliga.0o	fr		polygamie
poligamio	poliga.0o.GEN	de		Polygamie
poligamio	poliga.0o.GEN	en		polygamy
poligamio	poliga.0o.GEN	fr		polygamie
poligamio	poliga.0o.JUR	de		Polygamie
poligamio	poliga.0o.JUR	en		polygamy
poligamio	poliga.0o.JUR	fr		polygamie
poligamiulo	poliga.0ulo	de		Polygamist
poligamiulo	poliga.0ulo	en		polygamist
poligamiulo	poliga.0ulo	fr	polygame (subst.)	polygame
poligamiulo	poliga.0ulo.GEN	de		Polygamist
poligamiulo	poliga.0ulo.GEN	en		polygamist
poligamiulo	poliga.0ulo.GEN	fr	polygame (subst.)	polygame
poliginio	poligini.0o	de		Polygynie
poliginio	poligini.0o	fr		polygynie
poliginio	poligini.0o.GEN	de		Polygynie
poliginio	poligini.0o.GEN	fr		polygynie
poliginio	poligini.0o.ZOO	de		Polygynie
poliginio	poligini.0o.ZOO	fr		polygynie
poligloteco	poligl.0eco	de		Mehrsprachigkeit
poligloto	poligl.0eco	de		Mehrsprachigkeit
poligloteco	poligl.0eco	de		Vielsprachigkeit
poligloto	poligl.0eco	de		Vielsprachigkeit
poligloto	poligl.0o	NULL	NULL	NULL
poligloto	poligl.0o.ARK	NULL	NULL	NULL
poligloto	poligl.0o.LIN	de		Polyglot
poligloto	poligl.0o.LIN	de		Sprachgenie
poligloto	poligl.0o.LIN	en		polyglot
poligloto	poligl.0o.LIN	fr	polyglotte (subst.)	polyglotte
poligono	poligo.0o	NULL	NULL	NULL
poligono	poligo.0o.fundamenta	de		Buchweizen
poligono	poligo.0o.fundamenta	en		buckwheat
poligono	poligo.0o.fundamenta	fr		blé noir
poligono	poligo.0o.fundamenta	fr		sarrasin
poligono	poligo.0o.genro	de		Knöterich
poligono	poligo.0o.genro	en		knotgrass
poligono	poligo.0o.genro	en		knotweed
poligono	poligo.0o.plurlatero	de		Polygon
poligono	poligo.0o.plurlatero	de		Vieleck
poligono	poligo.0o.plurlatero	en		polygon
poligono	poligo.0o.plurlatero	fr		polygone
poligonacoj	poligo1.0oj	en		Polygonaceae
poligonacoj	poligo1.0oj	en		buckwheat family
poligonacoj	poligo1.0oj	en		smartweed family
poligonacoj	poligo1.0oj	en		knotweed family
poligonacoj	poligo1.0oj	de		Knöterichgewächse
poligonacoj	poligo1.0oj	fr		polygonacées
poligonacoj	poligo1.0oj.BOT	en		Polygonaceae
poligonacoj	poligo1.0oj.BOT	en		buckwheat family
poligonacoj	poligo1.0oj.BOT	en		smartweed family
poligonacoj	poligo1.0oj.BOT	en		knotweed family
poligonacoj	poligo1.0oj.BOT	de		Knöterichgewächse
poligonacoj	poligo1.0oj.BOT	fr		polygonacées
poliĥetoj	polihxet.0oj	de		Vielborster
poliĥetoj	polihxet.0oj	en		polychaete
poliĥetoj	polihxet.0oj	fr		polychètes
polikliniko	poliklinik.0o	en		polyclinic
polikliniko	poliklinik.0o	fr		polyclinique
polikliniko	poliklinik.0o.MED	en		polyclinic
polikliniko	poliklinik.0o.MED	fr		polyclinique
polimero	polimer.0o	de		Polymer
polimero	polimer.0o	en		polymer
polimero	polimer.0o	fr		polymère
polimero	polimer.0o.molekulo	de		Polymer
polimero	polimer.0o.molekulo	en		polymer
polimero	polimer.0o.molekulo	fr		polymère
polimero	polimer.0o.substanco	de		Polymer
polimero	polimer.0o.substanco	en		polymer
polimero	polimer.0o.substanco	fr		polymère
polimerazo	polimeraz.0o	de		Polymerase
polimerazo	polimeraz.0o	en		polymerase
polimerazo	polimeraz.0o	fr		polymérase
polimorfa	polimorf.0a	NULL	NULL	NULL
polimorfa	polimorf.0a.plurforma	de		polymorph
polimorfa	polimorf.0a.plurforma	en		polymorphic
polineziano	poline.0ano	NULL	NULL	NULL
polineziano	poline.0ano.homo	de		Polinesier
polineziano	poline.0ano.homo	fr		Polynésien
Polinezio	poline.0o	fr		Polynésie
Polinezio	poline.0o.POL	de		Polineseien
Polinezio	poline.0o.POL	fr		Polynésie
Franca Polinezio	poline.franca0o	NULL	NULL	NULL
Franca Polinezio	poline.franca0o.POL	de		Französisch-Polinesien
Franca Polinezio	poline.franca0o.POL	fr		Polynésie française
polinoma	polino.0a	de		polynomisch
polinoma	polino.0a	en		polynomial
polinoma	polino.0a	fr		polynomial
polinomo	polino.0o	de		Polynom
polinomo	polino.0o	en		polynomial
polinomo	polino.0o	fr		polynôme
polinomo	polino.0o.formala	de		Polynom
polinomo	polino.0o.formala	en		polynomial
polinomo	polino.0o.formala	fr		polynôme
polinomo	polino.0o.funkcio	de		Polynom
polinomo	polino.0o.funkcio	en		polynomial
polinomo	polino.0o.funkcio	fr		polynôme
formala polinomo	polino.formala0o	de	formales Polynom	Polynom
formala polinomo	polino.formala0o	en	formal polynomial	polynomial
formala polinomo	polino.formala0o	fr		polynôme formel
karakteriza polinomo	polino.karakteriza0o	de	charakteristisches Polynom	Polynom
karakteriza polinomo	polino.karakteriza0o	en	characteristic polynomial	polynomial
karakteriza polinomo	polino.karakteriza0o	fr		polynôme caractéristique
nulpolinomo	polino.nul0o	de		Nullpolynom
polinoma nulo	polino.nul0o	de		Nullpolynom
nulpolinomo	polino.nul0o	en	null polynomial	polynomial
polinoma nulo	polino.nul0o	en	null polynomial	polynomial
nulpolinomo	polino.nul0o	fr		polynôme nul
polinoma nulo	polino.nul0o	fr		polynôme nul
unuopolinomo	polino.unuo0o	de		Einheitspolynom
polinoma unuo	polino.unuo0o	de		Einheitspolynom
unuopolinomo	polino.unuo0o	en	unit polynomial	polynomial
polinoma unuo	polino.unuo0o	en	unit polynomial	polynomial
unuopolinomo	polino.unuo0o	fr		polynôme unité
polinoma unuo	polino.unuo0o	fr		polynôme unité
poliomjelito	poliomjelit.0o	de		Kinderlähmung
poliomjelito	poliomjelit.0o	de		spinale Kinderlähmung
poliomjelito	poliomjelit.0o	de		Poliomyelitis
poliomjelito	poliomjelit.0o	de		Polio
poliomjelito	poliomjelit.0o	fr		poliomyélite
poliomjelito	poliomjelit.0o.MED	de		Kinderlähmung
poliomjelito	poliomjelit.0o.MED	de		spinale Kinderlähmung
poliomjelito	poliomjelit.0o.MED	de		Poliomyelitis
poliomjelito	poliomjelit.0o.MED	de		Polio
poliomjelito	poliomjelit.0o.MED	fr		poliomyélite
polipo	polip.0o	de		Polyp
polipo	polip.0o	en		polyp
polipo	polip.0o	fr		polype
polipolo	polipol.0o	de		Polipol
polipolo	polipol.0o	en		polypoly
polipolo	polipol.0o	fr		polypole
duflanka polipolo	polipol.duflanka0o	de		bilaterales Polypol
polipsonio	polipsoni.0o	de		Polipson
polipsonio	polipsoni.0o	en		polypsony
polipsonio	polipsoni.0o	en		buyer's polypoly
poliptero	polipter.0o	en		Polypterus
poliptero	polipter.0o	en		bichirs
poliptero	polipter.0o	en		bichir family
poliptero	polipter.0o	fr		polyptère
poliptero	polipter.0o.ZOO	en		Polypterus
poliptero	polipter.0o.ZOO	en		bichirs
poliptero	polipter.0o.ZOO	en		bichir family
poliptero	polipter.0o.ZOO	fr		polyptère
poliso	polis.0o	de		Police
poliso	polis.0o	en		insurance policy
poliso	polis.0o	fr	police (d'assurance)	police
polisemo	polisem.0o	NULL	NULL	NULL
polisemo	polisem.0o.LIN	NULL	NULL	NULL
polisemio	polisemi.0o	de		Polysemie
polisemio	polisemi.0o.LIN	de		Polysemie
polistireno	polistiren.0o	de		Polystyrol
polistirolo	polistiren.0o	de		Polystyrol
polistireno	polistiren.0o	en		polystyrene
polistirolo	polistiren.0o	en		polystyrene
polistireno	polistiren.0o	fr		polystyrène
polistirolo	polistiren.0o	fr		polystyrène
polistireno	polistiren.0o.KEM	de		Polystyrol
polistirolo	polistiren.0o.KEM	de		Polystyrol
polistireno	polistiren.0o.KEM	en		polystyrene
polistirolo	polistiren.0o.KEM	en		polystyrene
polistireno	polistiren.0o.KEM	fr		polystyrène
polistirolo	polistiren.0o.KEM	fr		polystyrène
politeismo	polite.0o	de		Polytheismus
politeismo	polite.0o	en		polytheism
politeismo	polite.0o	fr		polythéisme
politeisto	polite1.0o	de		Polytheist
politeisto	polite1.0o	fr		polythéiste
politekniko	politeknik.0o	NULL	NULL	NULL
politekniko	politeknik.0o.fako	de		Polytechnik
politekniko	politeknik.0o.fako	de		Arbeitslehre
politekniko	politeknik.0o.lernejo	de		Polytechnische Oberschule
politekniko	politeknik.0o.lernejo	fr	polytechnique (subst.)	polytechnique
politika	politi.0a	en		political
politika	politi.0a	fr	politique (adj.)	politique
politika	politi.0a.POL	en		political
politika	politi.0a.POL	fr	politique (adj.)	politique
politikisto	politi.0isto	de		Politiker
politikisto	politi.0isto	fr		politicien
politikisto	politi.0isto	fr	politique (subst., politicien)	politique
politikisto	politi.0isto.POL	de		Politiker
politikisto	politi.0isto.POL	fr		politicien
politikisto	politi.0isto.POL	fr	politique (subst., politicien)	politique
politiko	politi.0o	de		Politik
politiko	politi.0o	fr	politique (subst.)	politique
politiko	politi.0o.POL	en		politics
politiko	politi.0o.POL	de		Politik
politiko	politi.0o.POL	fr	politique (subst.)	politique
politiko	politi.0o.agmaniero	en		policy
politiko	politi.0o.agmaniero	de		Politik
politiko	politi.0o.agmaniero	fr	politique (subst.)	politique
lingvopolitiko	politi.lingvo0o	de		Sprachpolitik
lingvopolitiko	politi.lingvo0o	fr		politique linguistique
lingvopolitiko	politi.lingvo0o.LIN	de		Sprachpolitik
lingvopolitiko	politi.lingvo0o.LIN	fr		politique linguistique
nepolitika	politi.ne0a	fr		apolitique
nepolitika	politi.ne0a.POL	fr		apolitique
realpolitiko	politi.real0o	de		Realpolitik
realpolitiko	politi.real0o	fr		politique réaliste
realpolitiko	politi.real0o	fr		realpolitik
realpolitiko	politi.real0o.POL	de		Realpolitik
realpolitiko	politi.real0o.POL	fr		politique réaliste
realpolitiko	politi.real0o.POL	fr		realpolitik
politikologo	politikolog.0o	de		Politologe
politologo	politikolog.0o	de		Politologe
politikologo	politikolog.0o	en		political scientist
politologo	politikolog.0o	en		political scientist
politikologo	politikolog.0o	fr		politologue
politologo	politikolog.0o	fr		politologue
politikologo	politikolog.0o.POL	de		Politologe
politologo	politikolog.0o.POL	de		Politologe
politikologo	politikolog.0o.POL	en		political scientist
politologo	politikolog.0o.POL	en		political scientist
politikologo	politikolog.0o.POL	fr		politologue
politologo	politikolog.0o.POL	fr		politologue
politikologio	politikologi.0o	de		Politologie
politologio	politikologi.0o	de		Politologie
politikologio	politikologi.0o	fr		politologie
politologio	politikologi.0o	fr		politologie
politikologio	politikologi.0o	fr		science politique
politologio	politikologi.0o	fr		science politique
politikologio	politikologi.0o.POL	de		Politologie
politologio	politikologi.0o.POL	de		Politologie
politikologio	politikologi.0o.POL	fr		politologie
politologio	politikologi.0o.POL	fr		politologie
politikologio	politikologi.0o.POL	fr		science politique
politologio	politikologi.0o.POL	fr		science politique
polko	polk.0o	de		Polka
polko	polk.0o	en		polka
polko	polk.0o	fr		polka
polko	polk.0o.danco	de		Polka
polko	polk.0o.danco	en		polka
polko	polk.0o.danco	fr		polka
polko	polk.0o.muzikajxo	de		Polka
polko	polk.0o.muzikajxo	en		polka
polko	polk.0o.muzikajxo	fr		polka
polmo	polm.0o	de		Handfläche
polmo	polm.0o	de		Handteller
polmo	polm.0o	en		palm
polmo	polm.0o	fr		paume
polmo	polm.0o	fr		plat de la main
polmo	polm.0o.ANA	de		Handfläche
polmo	polm.0o.ANA	de		Handteller
polmo	polm.0o.ANA	en		palm
polmo	polm.0o.ANA	fr		paume
polmo	polm.0o.ANA	fr		plat de la main
poloo	polo.0o	de		Polo
poloo	polo.0o	fr		polo
polonio	poloni.0o	de		Polonium
polonio	poloni.0o	en		polonium
polonio	poloni.0o	fr		polonium
polonio	poloni.0o.KEM	de		Polonium
polonio	poloni.0o.KEM	en		polonium
polonio	poloni.0o.KEM	fr		polonium
polpo	polp.0o	en		octopus
polpo	polp.0o	fr		pieuvre
polpo	polp.0o	fr		poulpe
polpo	polp.0o.ZOO	en		octopus
polpo	polp.0o.ZOO	fr		pieuvre
polpo	polp.0o.ZOO	fr		poulpe
poltrona	poltron.0a	de		feige
poltrona	poltron.0a	de		ängstlich
poltrona	poltron.0a	fr	poltron (adj.)	poltron
poltrona	poltron.0a.KOMUNE	de		feige
poltrona	poltron.0a.KOMUNE	de		ängstlich
poltrona	poltron.0a.KOMUNE	fr	poltron (adj.)	poltron
poltrono	poltron.0o	de		Feigling
poltrono	poltron.0o	de		Angsthase
poltrono	poltron.0o	fr	couard (subst.)	couard
poltrono	poltron.0o	fr	poltron (subst.)	poltron
poltrono	poltron.0o.KOMUNE	de		Feigling
poltrono	poltron.0o.KOMUNE	de		Angsthase
poltrono	poltron.0o.KOMUNE	fr	couard (subst.)	couard
poltrono	poltron.0o.KOMUNE	fr	poltron (subst.)	poltron
forpoltroni	poltron.for0i	fr		déguerpir
forpoltroni	poltron.for0i	fr		prendre ses jambes à son cou
forpoltroni	poltron.for0i.KOMUNE	fr		déguerpir
forpoltroni	poltron.for0i.KOMUNE	fr		prendre ses jambes à son cou
poluado	polu.0ado	de		Verschmutzung
poluado	polu.0ado	en		pollution
poluado	polu.0ado	fr		pollution
poluado	polu.0ado.EKOL	de		Verschmutzung
poluado	polu.0ado.EKOL	en		pollution
poluado	polu.0ado.EKOL	fr		pollution
poluaĵo	polu.0ajxo	fr	polluant (subst.)	polluant
poluaĵo	polu.0ajxo.EKOL	fr	polluant (subst.)	polluant
polui	polu.0i	de		verschmutzen
polui	polu.0i	en		pollute
polui	polu.0i	fr		polluer
polui	polu.0i.EKOL	de		verschmutzen
polui	polu.0i.EKOL	en		pollute
polui	polu.0i.EKOL	fr		polluer
polucio	poluci.0o	NULL	NULL	NULL
polucio	poluci.0o.medi	de		Umweltverschmutzung
polucio	poluci.0o.medi	en		pollution
polucio	poluci.0o.medi	fr		pollution
polucio	poluci.0o.vir	de		Pollution
polucio	poluci.0o.vir	en		nocturnal emission
polucio	poluci.0o.vir	fr		pollution nocturne
Polukso	poluks.0o	de		Pollux
Polukso	poluks.0o	fr		Pollux
Polukso	poluks.0o.ast	de		Pollux
Polukso	poluks.0o.ast	fr		Pollux
Polukso	poluks.0o.mit	de		Pollux
Polukso	poluks.0o.mit	fr		Pollux
polurado	polur.0ado	de		Polieren
polurado	polur.0ado	fr		polissage
polurado	polur.0ado.KOMUNE	de		Polieren
polurado	polur.0ado.KOMUNE	fr		polissage
poluri	polur.0i	en		polish
poluri	polur.0i.FIG	de		polieren
poluri	polur.0i.FIG	de		verfeinern
poluri	polur.0i.FIG	de		ausfeilen
poluri	polur.0i.FIG	de	den letzten Schliff geben	Schliff
poluri	polur.0i.FIG	fr		affiner
poluri	polur.0i.FIG	en		polish
poluri	polur.0i.KOMUNE	de		polieren
poluri	polur.0i.KOMUNE	de	glatt und glänzend machen	glänzend
poluri	polur.0i.KOMUNE	de	zum Glänzen bringen	Glänzen
poluri	polur.0i.KOMUNE	de	wichsen (Stiefel)	wichsen
poluri	polur.0i.KOMUNE	fr		polir
poluri	polur.0i.KOMUNE	en		polish
polurita	polur.0ita	NULL	NULL	NULL
polurita	polur.0ita.FIG	de		ausgefeilt
polurita	polur.0ita.FIG	de		geglättet
polurita	polur.0ita.FIG	de		aalglatt
polurita	polur.0ita.FIG	de	mit allen Wassern gewaschen	Wasser
polurita	polur.0ita.FIG	fr		raffiné
polurita	polur.0ita.TEK	de		poliert
polurita	polur.0ita.TEK	fr	poli (physiquement)	poli
poluro	polur.0o	de		Glanz
poluro	polur.0o	de	Politur (Glanz)	Politur
poluro	polur.0o	de		Glätte
poluro	polur.0o	de	Schliff (metaf)	Schliff
poluro	polur.0o	fr	poli (subst.)	poli
poluro	polur.0o.KOMUNE	de		Glanz
poluro	polur.0o.KOMUNE	de	Politur (Glanz)	Politur
poluro	polur.0o.KOMUNE	de		Glätte
poluro	polur.0o.KOMUNE	de	Schliff (metaf)	Schliff
poluro	polur.0o.KOMUNE	fr	poli (subst.)	poli
nepolurita	polur.ne0ita	NULL	NULL	NULL
nepolurita	polur.ne0ita.FIG	de		ungehobelt
nepolurita	polur.ne0ita.FIG	fr		brut
nepolurita	polur.ne0ita.TEK	de		unpoliert
nepolurita	polur.ne0ita.TEK	de		rau
nepolurita	polur.ne0ita.TEK	de		matt
nepolurita	polur.ne0ita.TEK	fr		raboteux
nepolurita	polur.ne0ita.TEK	fr		rêche
poluso	polus.0o	de		Pol
poluso	polus.0o.ELE	fr	pôle (phys.)	pôle
poluso	polus.0o.ELE	de		Pol
poluso	polus.0o.FIG	de		Pol
poluso	polus.0o.MAT	en		pole
poluso	polus.0o.MAT	fr	pôle (math.)	pôle
poluso	polus.0o.MAT	de		Pol
poluso	polus.0o.de_sfero	en		pole
poluso	polus.0o.de_sfero	fr	pôle (géog.)	pôle
poluso	polus.0o.de_sfero	de		Pol
dupoluso	polus.du0o	de		Dipol
dupoluso	polus.du0o	en		dipole
polva	polv.0a	en		dusty
polva	polv.0a.el_polvo	de		pulvrig
polva	polv.0a.el_polvo	fr	de poussière	poussière
polva	polv.0a.el_polvo	en		dusty
polva	polv.0a.oplena	de		staubig
polva	polv.0a.oplena	fr		poussiéreux
polva	polv.0a.oplena	en		dusty
polvero	polv.0ero	de		Staubkorn
polvero	polv.0ero	en		speck of dust
polvero	polv.0ero	fr		grain de poussière
polvero	polv.0ero	fr	poussière (grain)	poussière
polvero	polv.0ero.KOMUNE	de		Staubkorn
polvero	polv.0ero.KOMUNE	en		speck of dust
polvero	polv.0ero.KOMUNE	fr		grain de poussière
polvero	polv.0ero.KOMUNE	fr	poussière (grain)	poussière
polvigi	polv.0igi	de		pulverisieren
polvigi	polv.0igi	de	in Staub verwandeln	Staub
polvigi	polv.0igi	en		dust
polvigi	polv.0igi	fr	pulvériser (réduire en poussière)	pulvériser
polvigi	polv.0igi	fr	réduire en poussière	poussière
polvigi	polv.0igi.KOMUNE	de		pulverisieren
polvigi	polv.0igi.KOMUNE	de	in Staub verwandeln	Staub
polvigi	polv.0igi.KOMUNE	en		dust
polvigi	polv.0igi.KOMUNE	fr	pulvériser (réduire en poussière)	pulvériser
polvigi	polv.0igi.KOMUNE	fr	réduire en poussière	poussière
polvo	polv.0o	de		Staub
polvo	polv.0o	de		Pulver
polvo	polv.0o	en		dust
polvo	polv.0o	fr	poussière (collectif)	poussière
polvo	polv.0o.KOMUNE	de		Staub
polvo	polv.0o.KOMUNE	de		Pulver
polvo	polv.0o.KOMUNE	en		dust
polvo	polv.0o.KOMUNE	fr	poussière (collectif)	poussière
polvoŝovelilo	polv.0sxovelilo	en		dustpan
polvoŝovelilo	polv.0sxovelilo	de		Kehrblech
polvoŝovelilo	polv.0sxovelilo	fr	pelle (à poussière)	pelle
dispolviĝi	polv.dis0igxi	de		zerstieben
polviĝi	polv.dis0igxi	de		zerstieben
dispolviĝi	polv.dis0igxi	en		turn to dust
polviĝi	polv.dis0igxi	en		turn to dust
dispolviĝi	polv.dis0igxi	en		fall to dust
polviĝi	polv.dis0igxi	en		fall to dust
dispolviĝi	polv.dis0igxi	fr	se dissiper	dissiper
polviĝi	polv.dis0igxi	fr	se dissiper	dissiper
dispolviĝi	polv.dis0igxi	fr		voler en éclats
polviĝi	polv.dis0igxi	fr		voler en éclats
dispolviĝi	polv.dis0igxi.FIG	de		zerstieben
polviĝi	polv.dis0igxi.FIG	de		zerstieben
dispolviĝi	polv.dis0igxi.FIG	en		turn to dust
